yearmonth,brand,sales_without_coupons,sales_monto_with_coupons
4,3,1.0413199999999998,0.0
16,6,403.78134,0.0
18,7,29.49393,0.0
18,6,15.697560000000001,0.0
5,3,0.11128,0.0
18,4,104.45855999999999,0.0
10,5,11.18234,0.0
13,8,2.9290999999999996,0.0
18,8,9.22426,0.0
18,6,11.81448,0.0
12,6,6.01448,0.0
1,1,0.01892,0.0
17,7,17.90112,0.0
18,6,51.18818,0.0
18,8,85.48149000000001,0.0
1,2,0.1446,0.0
18,6,54.80984,0.0
18,8,1098.1007,0.0
15,4,1.21275,0.0
5,6,3.3916999999999997,0.0
8,3,3.8887199999999997,0.0
7,4,1.6205399999999999,0.0
3,2,0.03784,0.0
18,7,30.5679,0.6118800000000001
18,8,41.38693,0.0
1,2,0.08514,0.0
5,1,8.854560000000001,0.0
6,2,6.2088,0.0
18,8,72.30486,0.45408
18,7,32.6079,0.82704
5,2,0.6816,0.0
6,6,1.0740999999999998,0.0
18,7,32.54368,13.14104
3,3,0.50706,0.0
18,8,26.13288,0.0
18,5,8.745989999999999,0.0
12,4,12.959879999999998,0.53298
13,5,8.90964,2.3666400000000003
15,5,2.16904,0.0
2,2,1.79196,0.0
18,8,23.7362,0.0
18,8,13.69248,0.0
11,3,12.38316,0.0
16,7,186.75899,0.0
18,7,21.1831,0.70056
4,3,3.4455599999999995,0.0
2,1,0.05676,0.0
1,4,0.51084,0.0
12,4,0.73842,0.0
9,2,1.68,0.0
17,8,8.201849999999999,1.12948
1,2,0.0,0.0
3,4,0.79086,0.0
3,3,1.83528,0.0
12,6,2.45925,0.0
18,8,32.70348,0.0
2,1,0.72,0.0
18,6,12.63288,8.5476
2,3,0.07568,0.0
17,7,2676.79649,0.0
13,5,5.5543,0.0
18,8,144.793,0.0
18,7,66.91604,0.0
15,4,9.16696,0.0
18,8,61.67228,0.0
1,1,0.01892,0.0
18,7,358.3141,0.0
3,1,19.4472,0.0
2,2,0.75784,0.0
17,6,39.79248,0.0
4,8,1.31566,0.0
18,8,45.54592,0.0
8,5,0.1911,0.0
14,4,35.17152,2.03352
18,4,92.82102,0.0
17,7,4.54376,0.0
1,5,0.27056,0.0
9,5,7.0656,0.0
4,4,1.0629199999999999,0.0
1,1,0.02838,0.0
2,1,0.01892,0.0
1,2,0.19568,0.0
2,3,0.08136,0.0
12,6,21.71756,0.0
17,5,7.2265299999999995,0.0
16,3,5.15424,0.0
17,8,101.2296,0.0
7,6,7.14163,0.0
13,2,10.75038,0.0
11,6,3.40374,0.0
15,5,15.18574,0.0
18,8,100.85613,0.0
9,5,0.43706,0.0
18,5,131.2956,0.0
3,4,7.771599999999999,0.0
18,7,29.449019999999997,3.0471999999999997
12,3,2.29308,0.0
1,6,0.18962,0.0
16,8,87.12944999999999,0.0
18,6,137.13256,0.0
18,8,47.7526,0.0
18,7,92.95052,0.0
1,5,9.292800000000002,0.0
18,7,116.00434,0.0
16,7,56.38272,0.0
1,1,0.05298,0.0
4,4,0.5457,0.0
15,4,3.803779999999999,0.0
2,2,0.19865999999999998,0.0
17,5,19.11764,0.0
12,5,12.4794,0.0
18,6,18.12266,0.0
17,8,19445.48768,0.0
18,6,19.134059999999998,0.0
17,7,85.0925,0.0
14,5,6.34218,0.0
17,6,22.93641,0.62838
18,5,153.25333,0.0
10,6,4.15306,0.0
18,5,5.6607199999999995,0.0
11,2,3.9895199999999997,0.0
2,1,0.02838,0.0
10,5,8.62383,0.0
18,5,8.89192,0.0
11,7,18.8419,0.0
18,8,680.95788,0.0
2,2,0.47352000000000005,0.0
18,8,24.46144,44.06268
17,7,24.53054,0.0
18,8,53.26827,0.0
3,2,0.01892,0.0
18,2,242.70996,0.0
18,7,35.1352,0.0
14,2,15.43872,0.0
13,7,2.58112,0.0
17,6,9.3465,0.0
18,7,15.85761,0.0
3,3,0.18542,0.0
18,8,270.58912,0.0
18,7,26.510659999999998,0.0
18,7,16.11535,0.0
13,8,23.349719999999998,0.0
18,8,20.21864,0.0
18,6,66.91854000000001,0.0
5,5,0.8357199999999999,0.0
13,5,13.32764,0.0
2,5,0.36574,0.0
18,7,63.82897,0.0
2,1,0.11352,0.0
18,8,87.40152,0.0
18,5,8.735619999999999,0.0
12,7,2.36046,0.0
17,8,63.03248,4.245480000000001
18,8,164.03598,0.0
2,6,1.9155,0.0
14,4,10.17142,0.0
12,5,11.62116,0.0
18,8,19.62778,0.0
12,4,0.93382,0.0
8,7,18.39614,0.0
13,7,9.75584,0.0
16,6,11.002139999999999,0.0
12,5,3.25994,0.0
18,6,5.011979999999999,0.0
2,1,0.24600000000000002,0.0
16,6,13.375860000000001,0.0
2,4,0.17028,0.0
18,2,21.3084,0.0
11,4,0.90448,0.0
9,5,14.87802,0.1419
7,6,1.49278,0.0
6,1,7.12224,0.0
1,1,0.02838,0.0
9,3,9.76056,0.0
18,8,64.791,0.0
14,3,0.61842,0.0
12,7,1.45228,0.0
2,2,0.5616,0.0
18,8,19.51876,0.0
3,1,0.1419,0.0
17,7,1925.57486,0.0
18,8,62.0345,0.0
9,2,6.53022,0.0
18,7,29.11228,0.0
15,4,493.42974,0.0
2,2,-0.03784,0.0
17,6,46.61822,0.0
16,6,17.55916,0.0
18,8,106.62612,0.22704
18,6,540.57054,6.48
18,8,150.95776,0.0
18,8,110.97094,0.0
8,4,3.3196199999999996,0.0
8,6,0.3925399999999999,0.0
18,8,34.48525,0.0
10,5,1.11468,0.0
7,2,0.59598,0.0
13,6,4.16408,0.0
11,7,1.92878,0.0
1,1,272.448,0.0
1,2,0.08136,0.0
13,4,17.9361,0.0
16,8,28.30608,0.0
4,2,0.1720399999999999,0.0
13,6,10.80636,0.0
7,6,17.334,0.0
9,5,13.1421,0.0
18,8,206.3081,7.2072
11,8,2.10528,0.0
13,5,5.8399399999999995,0.0
10,3,2.0768,0.0
18,8,79.65751,72.45403999999999
13,6,19.12108,0.0
3,4,0.67568,0.0
11,2,8.40048,0.0
18,7,28.364379999999997,0.0
7,3,0.52272,0.0
16,7,7.486859999999999,0.0
7,6,0.6858799999999997,0.0
18,8,89.26614000000001,0.0
8,7,1.16552,0.0
15,8,3421.1291800000004,0.0
9,3,0.4503,0.0
18,5,15.31634,0.0
12,6,6.399979999999999,0.11352
2,2,0.41676,0.0
1,1,0.01892,0.0
18,8,437.84031999999996,0.0
17,5,8.10932,0.0
18,8,109.77674,0.0
5,3,0.17028,0.0
18,6,27.59348,0.0
17,8,62.54014,0.0
17,8,18.02026,0.0
17,6,50.7033,0.0
1,3,0.36894,0.0
18,8,64.08595,0.0
15,8,26.6221,0.0
16,5,3.4838,0.0
1,2,0.08136,0.0
16,5,11.13114,0.0
18,6,39.8105,0.0
18,6,42.14146,0.0
18,8,172.48605,47.70646
14,8,25.36187,0.0
18,5,54.61838,0.0
17,8,1043.69496,0.0
17,8,111.38028,0.0
3,6,5.65416,0.0
11,5,16.39496,0.0
18,8,81.25611,0.0
3,4,0.09272,0.0
13,6,114.6272,0.0
17,8,1609.8498899999997,0.0
18,6,7.52982,0.0
18,8,33.77534,0.0
1,1,0.12,0.0
18,7,39.2677,0.0
18,8,69.67859,0.0
7,3,2.23256,0.0
15,3,9.877139999999999,0.0
1,1,0.02838,0.0
18,7,34.62958,0.0
12,5,8.21892,0.0
18,7,123.7633,0.0
12,8,39.75012,0.0
14,4,30.165499999999998,0.0
18,8,887.57184,6.8824000000000005
15,6,6.7635,0.0
18,7,27.16334,0.0
13,8,228.47984,0.0
15,6,22.56972,0.0
10,7,17.43086,0.0
18,7,19.90438,0.0
16,5,2.54532,0.0
6,4,1.54656,0.0
18,7,25.06586,0.0
15,6,13.1958,0.0
18,5,19.84452,0.0
18,8,27.84106,0.0
18,6,21.95228,0.0
10,6,2.2447399999999997,0.0
6,5,0.7758,0.0
17,8,14.99994,0.0
11,4,0.79734,0.0
2,6,3.29292,0.0
3,5,1.96982,0.0
18,8,107.33567,0.0
18,8,80.2768,0.0
2,7,1.08604,0.0
17,5,31.3092,2.64
17,7,11.99976,0.0
16,6,160.94916,0.0
18,8,32.6464,0.0
10,7,10.64982,0.0
14,3,2.95344,0.0
18,7,153.8379,0.0
16,3,0.41109999999999997,0.0
7,4,0.89274,0.0
13,6,3.3829599999999997,0.0
17,6,10.92258,11.73108
17,4,14.61756,0.0
17,7,8.17164,0.0
17,8,19.29704,0.0
18,7,11.80853,0.0
18,8,7.832999999999999,0.0
18,6,18.77822,0.0
12,6,10.89452,0.0
18,7,14.50014,0.0
17,5,321.05183999999997,0.0
14,8,21.043969999999998,0.0
18,8,38.751619999999996,0.0
11,7,1.17354,0.0
14,4,1.79758,0.0
6,6,2.2938799999999997,0.0
1,2,0.08136,0.0
18,8,25.18264,0.0
15,6,3.98534,0.0
18,7,100.84038,0.0
14,8,165.38295,0.0
8,6,3.1809,0.0
13,7,8.70602,0.0
18,8,204.9061,11.22624
1,1,0.02838,0.0
16,7,40.94892,0.0
18,5,339.8436,0.0
13,4,3.37874,0.0
17,7,29.336199999999998,0.0
12,3,0.9358599999999999,0.0
1,6,0.95002,0.0
14,5,29.9408,0.0
18,8,474.48879,0.0
18,6,38.93589,0.0
18,8,15.16358,0.0
18,7,24.86664,0.0
2,1,0.05676,0.0
16,4,37.7949,0.0
11,6,8.57476,0.0
17,8,44.277480000000004,0.0
18,8,289.74042,48.65544
16,7,108.15921999999999,12.53214
14,3,21.42502,0.0
18,6,34.46823,0.0
17,8,1061.45475,296.91839
4,4,2.9860599999999997,0.0
12,5,2.93246,0.0
18,8,250.89366,1.11084
16,6,41.33358,0.0
1,1,0.02838,0.0
18,8,5.42782,0.44136000000000003
2,4,2.19548,0.0
9,4,23.32032,0.0
8,7,5.8117399999999995,0.0
11,4,1.5452,0.0
18,8,155.64102,0.0
18,6,42.25678,0.0
14,7,61.555119999999995,0.0
10,6,8.24834,0.0
18,7,18.53274,0.0
15,5,20.2287,0.0
18,8,124.75436,1.3986
8,3,0.73788,0.0
14,5,8.78175,0.0
18,8,62.37092,0.0
18,8,65.33606,0.0
17,8,56.63461,0.0
15,1,13.95174,0.0
2,2,0.38838,0.0
17,5,9.0324,0.0
13,6,49.32872,0.0
11,6,0.48248,0.0
18,7,9.490219999999999,0.0
5,4,0.49382000000000004,0.0
18,8,290.6361,0.0
18,8,43.32299,0.0
11,5,2.41246,0.0
1,1,0.0,0.0
13,8,9.67102,0.0
2,1,0.0,0.0
18,4,2.58212,0.0
18,7,26.08118,0.0
15,8,11.41878,0.0
13,6,4.95754,0.0
18,5,9.445699999999999,0.0
3,4,4.8381,0.0
18,8,403.98758,0.0
6,2,0.70004,0.0
17,5,18.57874,0.0
2,3,1.18404,0.0
7,1,7.28448,0.0
18,4,127.46208,0.0
2,2,0.07568,0.0
15,6,10.43628,0.0
16,8,82.95364000000001,0.0
1,1,0.6,0.0
18,8,203.07048,0.0
18,8,59.94422,0.0
13,8,26.89142,0.0
18,8,125.30985,0.0
15,7,10.63177,0.0
18,8,24.41872,0.0
15,8,4.04841,0.0
1,1,0.02838,0.0
10,3,1.7628,0.0
10,5,1.4416,0.0
17,7,146.68,1.7388
10,4,2.23729,0.0
12,5,5.929379999999999,0.0
16,6,7.35592,0.0
18,7,33.31478,0.0
18,8,5.801099999999999,0.25812
6,3,0.27083999999999997,0.0
2,6,23.49468,0.0
17,5,72.34906,0.0
4,4,7.03638,0.0
10,5,5.83776,0.0
8,5,4.860919999999999,0.0
6,2,2.7819,0.0
18,7,100.9893,26.23944
3,5,2.15688,0.0
18,5,31.09343,0.0
14,7,3.42619,0.0
18,8,69.23958,0.0
18,6,20.854219999999998,0.0
18,8,23.93882,0.29676
3,3,0.16649999999999998,0.0
18,6,91.1476,0.0
16,6,10.517759999999999,0.0
9,8,7.5049399999999995,0.0
14,5,0.8241499999999999,0.0
15,7,4.575279999999999,0.0
18,6,380.94768,0.0
1,1,0.02838,0.0
18,8,111.15471,6.859680000000001
18,8,211.23977,0.0
17,2,4.580999999999999,0.0
4,1,15.21744,0.0
17,7,16.08984,0.0
16,6,12.48996,0.0
15,7,3.41988,0.0
18,5,78.10817999999999,0.0
18,8,60.47148,0.0
18,7,529.47048,0.0
7,6,797.559,0.0
10,7,4.810059999999999,0.0
18,8,202.29596,0.0
15,8,3.32359,0.0
15,5,12.5682,0.0
6,7,0.7811199999999998,0.0
17,4,14.959,0.0
2,2,0.15732,0.0
6,6,2.43504,0.0
17,7,9.75652,0.0
15,5,7.18844,0.0
18,8,518.37161,0.0
17,6,11.658019999999999,0.0
18,8,40.25559,0.0
3,3,0.67488,0.0
2,6,3.98602,2.04738
15,7,24.8809,0.0
18,8,40.665859999999995,0.0
4,3,2.5797,0.0
17,7,4.44634,0.0
8,4,0.5710999999999999,0.0
3,6,0.92898,0.0
15,4,44.66024,0.0
1,2,0.0,0.0
18,7,13.38357,0.0
18,8,105.77954,1.40112
6,6,1.0694399999999997,0.0
15,3,24.45612,0.0
9,7,8.80224,0.0
16,7,7.041379999999999,0.0
2,1,0.23352,0.0
12,5,34.684079999999994,0.0
6,4,0.15298,0.0
18,8,13.41488,0.0
18,8,212.82034,0.0
15,5,2.7171,1.22436
16,8,94.57244,0.0
17,6,2.01598,0.0
18,8,139.29204000000001,1.44
17,6,8.74694,0.0
18,6,93.63698,0.0
18,8,18.56808,0.0
18,4,11.29788,0.0
18,7,28.74964,0.0
18,8,45.26734,0.0
12,5,2.71522,0.0
13,5,5.634239999999999,0.0
18,8,33.781389999999995,0.0
4,5,3.23018,0.0
15,4,13.77382,0.0
1,1,0.02838,0.0
12,7,1.7901,0.0
7,3,2.8421399999999997,0.0
9,5,3.5866000000000002,0.0
18,8,661.60464,0.0
16,6,27.7392,0.0
18,7,25.718239999999998,0.0
18,6,57.09554000000001,0.0
18,6,33.64072,0.0
17,6,41.70272,0.0
18,3,19.54742,0.0
18,8,15.94598,16.73642
18,8,73.1344,0.0
18,5,14.56832,0.0
17,3,3.516,0.0
14,6,579.98322,0.0
18,8,87.9931,0.0
15,4,20.02452,0.0
10,2,0.81438,0.0
18,3,12.037420000000001,0.0
18,6,21.69861,0.0
14,4,6.69776,0.0
16,8,27.97542,0.0
13,6,38.873580000000004,0.0
18,3,183.1485,0.0
12,7,9.49582,0.0
17,8,31.24936,0.0
11,7,5.00958,0.0
9,4,7.4058,0.0
1,2,0.08514,0.0
16,8,34.1611,1.13154
14,4,4.68166,0.0
18,7,15.09648,0.0
8,5,1.2370999999999999,0.0
12,3,2.9768,0.0
18,5,42.07842,0.0
14,7,11.29214,0.0
13,3,1.94682,0.0
3,1,1.66704,0.0
18,8,77.06568,0.0
18,5,581.32008,0.0
2,4,3.29436,0.0
15,8,10.205259999999999,2.07822
13,5,8.81632,0.0
1,1,0.02838,0.0
13,3,1.88244,0.0
17,8,55.43372,0.0
14,6,4.75334,0.17028
8,4,2.82264,0.0
18,5,30.8642,0.0
10,7,8.70242,0.0
18,8,155.79574,0.0
18,6,62.94326,0.0
18,5,16.64868,0.0
1,1,0.01892,0.0
13,8,32.4389,0.0
18,7,43.66828,0.6245999999999999
3,8,9.2178,0.0
1,2,0.3216,0.0
18,7,23.58482,0.0
18,7,22.93408,0.8952
18,8,67.01529,0.0
13,5,3.9989,0.0
1,1,0.02838,0.0
11,5,0.7567999999999999,0.0
12,7,3.8066999999999998,0.0
18,7,37.53552,33.22578
18,8,36.481139999999996,105.74846
13,4,7.5420799999999995,0.0
12,5,7.21092,0.2619
17,6,23.9904,0.0
17,5,23.07834,0.0
1,1,0.02838,0.0
17,3,27.14688,0.0
18,8,493.67112,0.0
17,1,2.58,0.0
2,2,0.04352,0.0
18,5,25.64342,0.0
3,4,0.26838,0.0
18,8,79.51288,0.0
7,6,1.36119,0.0
17,8,101.00142,0.0
11,7,29.519,0.0
18,8,13.36119,6.88337
16,5,12.1617,0.0
18,4,19.99584,0.0
10,7,59.68347,0.0
17,8,11.2804,0.0
3,3,0.11352,0.0
17,3,6.36582,0.0
3,5,0.5834199999999999,0.0
6,5,0.2175999999999999,0.0
18,7,87.25941999999999,0.0
18,7,21.16726,0.0
6,2,71.55846,0.0
11,4,10.09032,0.0
18,8,85.96692,8.9256
18,4,741.21768,0.0
18,5,53.86674,0.0
8,3,1.2646199999999999,0.0
18,8,104.0022,1.8340800000000002
17,7,1.6564199999999998,0.0
18,8,28.86978,0.0
10,4,0.37274,0.0
17,8,16.93102,0.0
1,2,0.047299999999999995,0.0
7,6,0.5987,0.0
2,1,0.96492,0.0
12,6,20.59086,0.0
7,7,14.23182,0.0
11,6,6.105979999999999,0.0
18,6,21.70452,9.38298
16,5,14.83836,0.0
18,2,19.312199999999997,0.0
10,4,1.2866,0.0
10,3,8.02816,0.0
18,8,179.54533,0.0
18,7,27.81126,0.0
18,8,108.53829,0.0
18,7,50.24714,0.0
5,3,0.3009,0.0
13,5,13.8629,0.0
18,7,61.42536,0.0
11,8,1459.95219,0.0
15,6,112.9157,0.0
1,1,0.01892,0.0
13,8,15.97552,0.0
18,8,153.74620000000002,0.0
18,8,124.29117,22.31904
1,1,0.02838,0.0
3,2,0.70704,0.0
18,6,30.11412,0.0
15,3,4.92366,0.0
17,6,28.54856,0.0
11,6,22.15896,0.0
17,6,11.8444,0.0
6,2,7.5207,0.0
3,3,0.25812,0.0
1,1,0.00975,0.0
17,8,201.71766,0.0
16,5,13.3357,0.0
9,7,10.47462,0.0
16,6,18.2781,0.0
18,8,77.96759999999999,0.0
6,3,8.28504,0.0
17,7,20.535719999999998,0.0
6,6,1.8163,0.0
2,3,0.23352,0.0
14,6,314.47393999999997,0.0
16,6,43.348819999999996,0.0
18,8,76.72733,35.37598
18,8,74.66225,0.0
18,8,362.61198,4.94838
1,1,0.11352,0.0
7,7,13.012920000000001,0.0
1,1,0.12,0.0
4,6,7.131169999999999,0.0
1,1,0.11352,0.0
18,8,141.97957,0.0
15,6,4.923839999999999,0.0
15,3,0.84868,0.0
1,2,0.02,0.0
18,8,116.76806,0.0
18,8,61.2589,0.0
1,1,0.5544,0.0
4,4,1.57676,0.0
8,6,3.7532499999999995,0.0
15,5,5.05879,0.0
18,7,47.28831,0.0
18,8,62.15442,0.0
16,7,3.43938,0.0
9,1,1.0167599999999999,0.0
18,7,132.81604,0.0
17,6,12.134,0.0
5,4,0.34406,0.0
7,3,0.7095,0.0
7,5,0.9211199999999999,0.0
17,8,31.5762,0.0
18,8,2399.6882,0.0
18,8,56.45193,1.0684799999999999
4,3,0.06622,0.0
9,4,1.48004,0.0
8,4,1.27568,0.0
3,2,0.7135199999999999,0.0
2,2,0.05676,0.0
18,8,96.06217,0.0
10,6,49.56966,0.0
1,4,0.48246,0.0
18,6,9.569,0.0
10,3,2.35562,0.0
18,8,47.88822,0.0
14,8,13.60722,0.0
18,8,14.990459999999999,0.0
14,8,24.652540000000002,0.0
17,8,26.053919999999998,0.0
3,4,0.1911,0.0
17,7,60.87722,0.0
9,4,2.98092,0.0
13,6,3.80318,0.0
13,6,1.92308,0.0
5,8,2.14938,0.0
18,7,43.07864,0.0
2,1,0.08514,0.0
5,6,3.4775,0.0
10,5,1.0968,0.0
15,8,245.5177,0.0
11,6,19.20354,0.0
16,4,5.032,0.0
18,6,13.60306,0.0
7,5,1.10846,0.0
18,6,7.91326,0.0
1,2,0.0,0.0
4,1,0.35352,0.0
14,7,8.89468,0.0
17,8,14.69665,0.0
7,5,6.853759999999999,0.0
16,4,27.68544,0.0
18,8,295.743,0.37938
18,7,108.5319,0.0
18,6,15.5946,0.0
4,1,6.24894,0.0
18,8,117.74883,0.0
18,7,10.581059999999999,0.0
18,7,128.37016,0.0
17,6,19.93274,0.0
18,8,300.0293,0.0
14,5,1.13336,0.0
9,2,89.16,0.0
18,8,23.27391,0.0
11,3,4.69416,0.0
13,4,1.0765,0.0
18,8,21.59104,0.0
13,6,6.239199999999999,0.0
2,4,3.2353199999999998,0.0
5,5,0.82056,0.0
8,4,1.70176,0.0
5,3,3.7339999999999995,0.0
7,7,1.29356,0.0
18,8,111.58333,0.0
16,6,12.0852,0.0
13,3,18.21184,0.0
16,7,26.00488,0.0
4,3,1.17788,0.0
17,6,13.46682,0.17676
18,8,321.50884,0.0
18,4,43.36772,0.0
5,6,7.69544,0.0
6,5,1.0930199999999999,0.0
10,4,2.4593,0.0
5,4,1.073,0.0
4,3,2.22438,0.0
18,7,14.66235,0.0
18,4,3.9381,0.0
18,8,278.07244,12.844619999999999
9,3,11.5473,0.0
18,7,30.6081,0.0
18,7,170.34392,0.0
11,6,5.3194,0.0
12,4,15.52532,0.0
1,2,0.0567799999999999,0.0
8,5,0.84704,0.0
18,7,405.4733,0.0
4,7,5.45484,0.0
18,8,12.57594,0.0
9,7,8.5702,0.0
12,7,14.111099999999999,0.0
18,6,18.53848,0.0
18,6,15.12838,0.0
1,2,0.22704,0.0
18,8,72.00806,0.0
6,3,3.04891,0.0
5,3,0.1192,0.0
12,7,8.66878,0.0
14,7,6.16346,0.0
13,6,13.497200000000001,0.0
15,5,13.184999999999999,0.0
18,7,17.525679999999998,0.0
18,8,97.50934,0.0
18,8,79.61649,0.0
13,4,12.16296,0.0
18,5,56.54216,0.0
12,3,3.02252,0.0
17,8,223.71688,1.4076
14,7,4.26654,0.0
18,5,40.85436,0.0
4,3,0.05676,0.0
18,7,50.41058,0.0
14,6,1.99691,0.0
17,4,3.48114,0.07568
18,8,29.73718,0.0
8,6,1.3904999999999998,0.0
1,1,0.2772,0.0
18,7,19.867,0.0
8,1,2.88,0.0
9,4,2.2491,0.0
13,2,4.60896,0.0
3,1,0.10974,0.0
6,7,5.24372,0.0
17,8,77.24132,0.0
18,8,11.44652,0.0
3,1,0.05676,0.0
13,4,1.70736,0.0
3,3,0.67568,0.0
18,7,62.234339999999996,0.0
18,5,17.54258,0.0
18,8,84.45954,1.54056
18,8,169.91226,11.25223
12,3,6.319319999999999,0.0
18,7,139.41022,0.0
17,5,10.840919999999999,0.0
18,5,13.12828,0.0
11,7,4.0027,0.0
6,3,10.23259,0.0
10,5,1.7528599999999999,0.0
18,8,18.10614,0.0
18,7,21.762,0.0
5,4,0.5119,0.0
12,4,2.91718,0.0
10,4,6.61638,0.0
15,8,9.31536,0.0
1,1,2.5584,0.0
18,7,50.21946,0.0
7,2,4.200240000000001,0.0
18,7,329.1481,0.0
12,4,0.5354399999999999,0.0
16,7,11.27936,0.0
18,7,96.07686,0.0
18,8,40.7132,0.0
15,5,8.96092,0.0
1,3,0.28002,0.0
18,7,18.865099999999998,0.0
14,3,13.87152,0.0
5,1,2.4473,0.0
18,8,103.06099999999999,18.70563
1,1,0.351,0.0
18,8,152.90187,0.0
4,7,2.58437,0.0
8,7,12.97308,6.27404
16,6,11.71066,0.0
5,4,0.10975,0.0
2,3,0.10406,0.0
17,4,10.442339999999998,0.0
5,1,0.3504,0.0
15,5,16.67468,0.0
14,7,22.0943,0.0
14,5,1.7652599999999998,0.0
4,3,0.12866,0.0
8,7,1.5106799999999998,0.0
4,2,0.20514,0.0
15,5,4.28622,0.0
18,8,201.20476,84.47858000000001
17,5,75.94004,0.0
18,3,8.1984,0.0
9,8,11.99526,0.0
17,6,6.6118,0.0
18,7,20.42043,0.0
18,7,15.881079999999999,0.0
16,8,4.9611600000000005,0.0
10,6,2.6295599999999997,0.0
3,6,0.49194,0.0
12,2,5.35878,0.0
18,6,6.77206,0.0
2,2,0.0473,0.0
18,7,21.99516,48.14801
14,5,17.2615,0.0
18,8,84.81874,0.0
18,8,147.6572,1.18404
18,8,30.72846,0.0
15,8,70.15636,0.0
17,2,2.91926,0.0
18,4,63.8299,0.0
18,4,32.55333,0.0
1,1,0.02838,0.0
18,7,15.90386,0.0
17,8,85.48075,4.42768
2,6,5.4464999999999995,0.0
17,5,10.6497,0.0
17,6,18.389979999999998,0.0
1,1,0.02838,0.0
2,4,1.3389199999999999,0.0
17,6,113.87994,0.0
16,6,28.27644,0.0
13,7,82.19494,0.0
18,5,38.60046,0.83352
18,7,6.33858,0.0
8,2,1.2141000000000002,0.0
2,3,0.22704,0.0
11,7,4.07798,0.0
10,6,5.77782,0.69348
11,3,1.24872,0.0
18,5,4.51434,0.0
18,8,407.03956,0.0
17,4,7.559119999999999,0.0
3,2,24.96636,0.0
12,6,16.910519999999998,0.0
15,5,35.16028,0.0
17,6,20.89375,0.0
1,1,0.02838,0.0
18,7,40.0484,2.12214
11,5,1.00802,0.0
4,3,11.37252,0.0
18,8,29.60802,2.6560799999999998
18,5,25.214959999999998,0.0
17,6,10.04546,0.0
18,8,96.93682,0.0
18,3,32.96802,0.0
18,8,557.5602299999999,0.0
6,5,2.90404,0.0
5,5,0.37275999999999987,0.0
13,5,7.2374600000000004,0.0
18,8,53.73476,0.0
11,6,5.596699999999999,0.0
13,5,2.287,0.0
18,5,6.540499999999999,0.0
18,8,277.61118999999997,0.0
17,8,42.607079999999996,0.0
13,6,25.322819999999997,0.0
6,5,1.31192,0.0
18,8,34.01795,5.50913
17,7,19.40072,2.77356
1,1,0.02838,0.0
16,2,3.78666,0.0
18,7,3.18858,0.0
14,6,13.03534,0.0
9,6,11.277479999999999,0.0
10,4,3.4801,0.0
4,1,1.2438,0.0
17,7,29.56844,0.0
14,3,12.1314,0.0
13,4,23.03546,0.0
3,3,0.10974,0.0
6,4,0.7121999999999998,0.0
18,6,25.016460000000002,0.0
15,6,4.5391699999999995,0.0
18,7,38.56829,0.0
18,6,181.11052,0.0
14,6,3.37368,0.0
18,7,142.04498,0.0
4,2,26.1828,0.0
13,6,6.28838,0.0
13,1,14.47062,0.0
12,8,9.23674,0.0
13,6,4.3593399999999995,0.0
16,6,6.58709,0.0
11,5,1.91856,0.0
4,5,4.13642,0.0
14,5,3.4602,0.0
18,8,186.328,0.0
18,6,31.23568,27.53988
18,6,22.510289999999998,0.0
18,5,145.58186,0.0
11,7,19.49388,0.0
3,2,0.6149,0.0
8,6,1.05334,0.0
18,8,28.434859999999997,0.0
5,8,10.66868,0.0
16,5,1.22735,0.0
14,1,14.10192,0.0
17,5,13.115829999999999,0.0
13,3,1.23926,0.0
6,8,16.84926,0.0
17,8,15.67984,0.0
2,1,0.05676,0.0
18,5,118.49459999999999,0.0
18,7,29.23433,0.05676
14,4,7.591139999999999,1.59576
14,2,6.81276,0.0
2,2,0.5238,0.0
7,4,15.526799999999998,0.0
14,7,16.61574,16.94068
18,8,107.00032,0.0
3,3,0.03,0.0
14,8,93.41672,0.0
1,1,0.0,0.0
18,6,27.13674,0.0
18,8,239.96138,2.952
13,7,33.6619,0.0
14,5,51.380739999999996,0.0
7,5,0.41058,0.0
13,4,20.57872,0.0
17,5,9.360199999999999,0.0
17,5,21.385749999999998,0.0
6,2,2.35092,0.0
18,8,255.52633,0.0
11,2,7.475099999999999,0.0
18,7,110.57848,0.36
7,4,0.8885399999999999,0.0
2,2,0.05298,0.0
10,5,8.7873,0.0
11,4,0.5057,0.0
2,2,0.37892,0.0
7,4,0.57192,0.0
18,8,114.10983999999999,0.0
11,2,1.9535399999999998,0.0
15,8,38.81725,0.0
6,4,11.06868,0.0
7,3,0.7367599999999999,0.0
18,6,13.79592,0.0
16,7,33.51376,0.0
15,6,29.648619999999998,0.0
6,3,0.55814,0.0
16,4,4.16856,0.0
11,4,3.42266,0.0
17,8,14.145719999999999,0.0
12,4,3.1551,0.0
17,6,16.2581,0.0
16,8,4.55316,0.82056
18,7,26.451529999999998,0.0
18,7,15.85244,0.0
7,5,1.6710599999999998,0.0
18,4,5.22818,0.0
15,4,14.6868,0.0
1,1,0.02838,0.0
18,8,29.12984,0.0
18,4,4.1897199999999994,0.0
14,5,13.75196,0.0
18,6,8.99188,0.0
12,2,19.63896,0.0
18,5,109.7085,4.601399999999999
17,5,0.9413199999999999,0.0
14,6,21.741519999999998,0.0
1,2,0.20514,0.0
